JUDET,UAT,COD SIRUTA,NR. Birou electoral,Nr SV,Sediu SV,Adresa SV,Adresa SV descriptivă,Localitate componentă / Sat aparţinător,Cod Arteră,Arteră,Număr imobil / Alfabetic,Observaţii
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60291,Strada Recrutului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60742,Intrarea Solului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60947,Strada Tămăşoaia,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61224,Strada Umbrarului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61403,Strada Vâlcele (Strada Vîlcele),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61572,Strada Zidarului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,970,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,57552,Aleea Craioviţa,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61968,Strada Lt. col. Constantin Marinescu,numere impare nr. 3 -15# numere pare nr. 6 -12#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61979,Aleea Platanului,numere pare nr. 4 -6# nr. 5#,
B,BUCUREŞTI SECTORUL 5,179187,42,971,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,62342,Strada Mihail Sebastian (Strada Sebastian),numere impare nr. 133 -233# numere pare nr. 130 -218# nr. 233 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60550,Strada Mihail Sebastian (Strada Sebastian) (D),numere impare nr. 133 -233# numere pare nr. 130 -218#,
B,BUCUREŞTI SECTORUL 5,179187,42,972,LICEUL TEORETIC ”ION BARBU”,"Loc. BUCUREŞTI SECTORUL 5,  Strada Năbucului , Nr. 18",CP 050805,BUCUREŞTI SECTORUL 5,62080,Aleea George Cristian Stanciu (Aleea Erou Cristian George Stanciu),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59354,Strada Moţoc,numere pare nr. 2 -4#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59420,Strada Năbucului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57803,Strada Nicolae Dobrin (Strada Niculae Dobrin),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61979,Aleea Platanului,numere impare nr. 7 -9#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60282,Strada Răzoare,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59537,Strada Serg. Ion Nuţu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,973,ȘCOALA GIMNAZIALĂ NR.115,"Loc. BUCUREŞTI SECTORUL 5,  Calea 13 Septembrie , Nr. 177",CP 050722,BUCUREŞTI SECTORUL 5,61606,Calea 13 Septembrie,numere impare nr. 239 -241#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57446,Intrarea Confirmării (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57461,Strada Conţeşti,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57842,Strada Dorneasca,numere pare nr. 2 -12# nr. 11# nr. 11 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,974,ȘCOALA GIMNAZIALĂ NR.115,"Loc. BUCUREŞTI SECTORUL 5,  Calea 13 Septembrie , Nr. 177",CP 050722,BUCUREŞTI SECTORUL 5,57334,Intrarea Aurel Ciurea,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56737,Intrarea Biserica Ghencea,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57842,Strada Dorneasca,numere pare nr. 14 -18# nr. 13# nr. 13 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57628,Strada Maria Cunţan,nr. 3#,
B,BUCUREŞTI SECTORUL 5,179187,42,975,ȘCOALA GIMNAZIALĂ NR.115,"Loc. BUCUREŞTI SECTORUL 5,  Calea 13 Septembrie , Nr. 177",CP 050722,BUCUREŞTI SECTORUL 5,56579,Strada Băltăreţului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57842,Strada Dorneasca,nr. 7#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58789,Strada Lacul Plopului,numere impare nr. 3 -5# numere pare nr. 2 -6#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57628,Strada Maria Cunţan,numere pare nr. 2 -4# nr. 1#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61502,Strada Samuil Vulcan,numere impare nr. 3 -11# nr. 19 -75# numere pare nr. 2 -26# nr. 15#,
B,BUCUREŞTI SECTORUL 5,179187,42,976,ȘCOALA GIMNAZIALĂ NR.115,"Loc. BUCUREŞTI SECTORUL 5,  Calea 13 Septembrie , Nr. 177",CP 050722,BUCUREŞTI SECTORUL 5,58789,Strada Lacul Plopului,nr. 7# nr. 10#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61502,Strada Samuil Vulcan,nr. 13# nr. 17#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60593,Strada Şerbota,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,977,ȘCOALA GIMNAZIALĂ NR.115,"Loc. BUCUREŞTI SECTORUL 5,  Calea 13 Septembrie , Nr. 177",CP 050722,BUCUREŞTI SECTORUL 5,62342,Strada Mihail Sebastian (Strada Sebastian),numere impare nr. 15 -25# numere pare nr. 90 -114# nr. 37# nr. 69# nr. 88# nr. 37 C# nr. 88 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60550,Strada Mihail Sebastian (Strada Sebastian) (D),numere impare nr. 15 -25# numere pare nr. 90 -114# nr. 37#,
B,BUCUREŞTI SECTORUL 5,179187,42,978,ȘCOALA GIMNAZIALĂ NR.115,"Loc. BUCUREŞTI SECTORUL 5,  Calea 13 Septembrie , Nr. 177",CP 050722,BUCUREŞTI SECTORUL 5,62342,Strada Mihail Sebastian (Strada Sebastian),numere impare nr. 27 -35# nr. 24# nr. 116#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60550,Strada Mihail Sebastian (Strada Sebastian) (D),numere impare nr. 27 -35#,
B,BUCUREŞTI SECTORUL 5,179187,42,979,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,61606,Calea 13 Septembrie,numere impare nr. 127 -173# numere pare nr. 126 -164#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61726,Strada Alexandru Vitzu (Strada Dr. Alexandru Vitzu),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61019,"Strada Anibal Theohari doctor (Strada Dr. Teohari, Strada Prof. Dr. Anibal Theohari, Strada Prof. dr. Anibal Teohari)",integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60603,Strada Dr. Constantin Severeanu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58330,Strada Dr. Ion Ghiulamila,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61019,"Strada Anibal Theohari doctor (Strada Dr. Teohari, Strada Prof. Dr. Anibal Theohari, Strada Prof. dr. Anibal Teohari) (D)",integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56462,Strada Prof. Dr. Ion Athanasiu (Strada Prof. Dr. Ion Atanasiu),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,980,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,58186,Strada Frunte Lată,nr. 7#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61242,Strada Ion Urdăreanu,numere impare nr. 1 -3# nr. 2# nr. 3 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58683,Strada Ioviţa,numere impare nr. 23 -27# numere pare nr. 2 -4# nr. 12#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59696,Şoseaua Pandurilor (Şoseaua Panduri),numere impare nr. 1 -7#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62139,Strada Progresului (Strada Artera Trafic Greu),nr. 20#,
B,BUCUREŞTI SECTORUL 5,179187,42,981,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,61246,Intrarea Barbu Urleanu (Strada Barbu Urleanu),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61399,Strada Cap. Vijelie (Strada Cpt. Vijelie),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59696,Şoseaua Pandurilor (Şoseaua Panduri),numere impare nr. 9 -79# numere pare nr. 6 -62# nr. 91# nr. 115#,
B,BUCUREŞTI SECTORUL 5,179187,42,982,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,56975,Intrarea Buturugeni,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57321,Strada Dr. Mihai Ciucă,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57155,Strada Ioniţă Cegan,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58683,Strada Ioviţa,numere pare nr. 6 -10#,
B,BUCUREŞTI SECTORUL 5,179187,42,983,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,58339,Strada Cpt. Ion Gârbea (Strada Cpt. Ion Gîrbea),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58186,Strada Frunte Lată,numere impare nr. 1 -5# numere pare nr. 2 -4# nr. 24#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61242,Strada Ion Urdăreanu,numere impare nr. 5 -7# numere pare nr. 4 -6#,
B,BUCUREŞTI SECTORUL 5,179187,42,984,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,56227,Intrarea Acvila,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56228,Strada Acvila,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57160,Strada Cenad,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57945,Strada Ecoului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58816,Strada Lanţului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58842,Strada Lăzureanu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58897,Strada Lt. Petre Linteş (Strada Lt. Petre Lintes),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58951,Strada Luceafărului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59246,Strada Minotaurului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60473,Strada Salvatorului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60490,Strada Săpunari,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60694,Strada Sirenelor,numere impare nr. 1 -95# numere pare nr. 10 -82#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61240,Strada Uranus,numere impare nr. 87 -111# numere pare nr. 132 -144#,
B,BUCUREŞTI SECTORUL 5,179187,42,985,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,56239,Strada Adrian,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57482,Intrarea Caius Marcius Coriolan (Intrarea Marcius Caius Coriolan),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57483,Strada Caius Marcius Coriolan (Strada Marcius Caius Coriolan),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57154,Strada Cedrilor,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62349,Bulevardul George Coşbuc,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58295,Strada Gheorghieni,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60175,Strada Puişor,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62461,Calea Rahovei,numere impare nr. 147 -187# numere pare nr. 148 -204# nr. 108#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60239,Calea Rahovei (D),numere pare nr. 148 -204#,
B,BUCUREŞTI SECTORUL 5,179187,42,986,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,61606,Calea 13 Septembrie,nr. 103#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60438,Strada Sabinelor,numere impare nr. 1 -121# numere pare nr. 2 -104#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61463,Bulevardul Tudor Vladimirescu,numere impare nr. 35 -57#,
B,BUCUREŞTI SECTORUL 5,179187,42,987,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,61606,Calea 13 Septembrie,numere impare nr. 97 -101# nr. 105 -123#,
B,BUCUREŞTI SECTORUL 5,179187,42,988,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,61606,Calea 13 Septembrie,numere impare nr. 55 -87#,
B,BUCUREŞTI SECTORUL 5,179187,42,989,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 051864,BUCUREŞTI SECTORUL 5,61606,Calea 13 Septembrie,numere impare nr. 89 -95# numere pare nr. 102 -120# nr. 20# nr. 26# nr. 82# nr. 90#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57298,Strada Mihail Cioranu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61240,Strada Uranus,numere pare nr. 100 -104#,
B,BUCUREŞTI SECTORUL 5,179187,42,990,ȘCOALA GIMNAZIALĂ NR.128,"Loc. BUCUREŞTI SECTORUL 5,  Strada Ion Creangă , Nr. 6",CP 050864,BUCUREŞTI SECTORUL 5,57558,Strada Ion Creangă,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60438,Strada Sabinelor,numere impare nr. 123 -125# numere pare nr. 106 -108#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60694,Strada Sirenelor,nr. 90# nr. 98#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61463,Bulevardul Tudor Vladimirescu,numere pare nr. 4 -6# nr. 80 -84#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61240,Strada Uranus,nr. 98#,
B,BUCUREŞTI SECTORUL 5,179187,42,991,ȘCOALA GIMNAZIALĂ NR.150,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Eroii Sanitari (Bulevardul Dr. Petru Groza) , Nr. 29-31",CP 050471,BUCUREŞTI SECTORUL 5,57688,Strada Ana Davila,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56791,Strada Dr. Alexandru Boicescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58447,Bulevardul Eroii Sanitari (Bulevardul Dr. Petru Groza) (D),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57067,Strada Dr. Ştefan Capşa,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62039,Bulevardul Eroii Sanitari (Bulevardul Dr. Petru Groza),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62341,Strada Gen. Atanasie Demostene (Strada G-ral Atanasie Demosthen),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57732,Strada Nicolae Paulescu (Strada G-ral Atanasie Demosthen) (D),numere impare nr. 5 -39#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62340,Strada Nicolae Paulescu (Strada G-ral Atanasie Demosthen),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,992,ȘCOALA GIMNAZIALĂ NR.150,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Eroii Sanitari (Bulevardul Dr. Petru Groza) , Nr. 29-31",CP 050471,BUCUREŞTI SECTORUL 5,56528,Strada Dr. Dumitru Bagdasar,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61013,Strada Dr. Iuliu Teodori,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58664,Strada Dr. Thoma Ionescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59841,Strada Dr. Zaharia Petrescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58006,Bulevardul Eroilor,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60206,Strada Felicia Racoviţă,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56973,Strada G-ral Dr. Mihail Butoianu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61549,Strada Zării,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,993,ȘCOALA GIMNAZIALĂ NR.150,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Eroii Sanitari (Bulevardul Dr. Petru Groza) , Nr. 29-31",CP 050471,BUCUREŞTI SECTORUL 5,60857,Intrarea Col. Stoenescu (Intrarea Col.medic Stoenescu),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60964,Strada Dr. Grigore Ţăranu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59435,Strada Dr. Ion Nanu Muşcel,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60219,Strada Dr. Ion Radovici,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58861,Strada Dr. Leonte Anastasievici,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61197,Strada Dr. Nicolae Turnescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59117,Bulevardul Prof.dr. Gheorghe Marinescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60626,Strada Sfântul Elefterie (Strada Sf. Elefterie),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,994,ȘCOALA GIMNAZIALĂ NR.150,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Eroii Sanitari (Bulevardul Dr. Petru Groza) , Nr. 29-31",CP 050471,BUCUREŞTI SECTORUL 5,57689,Strada Dr. Carol Davila,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57367,Strada Dr. Clunet,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56933,Strada Dr. Cristea Buicliu (Strada Buicliu Cristea Dr.),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57860,Strada Dr. Dimitrie Drăghiescu (Strada Dr. Drăghiescu Dimitrie),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58677,Strada Dr. Eugen O. Iosif (Strada Dr. Eugen D. Iosif),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58574,Strada Dr. Panait Iatropol,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58764,Strada Dr. Robert K. Koch,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,995,ȘCOALA GIMNAZIALĂ NR.150,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Eroii Sanitari (Bulevardul Dr. Petru Groza) , Nr. 29-31",CP 050471,BUCUREŞTI SECTORUL 5,57638,Strada Dr. Frederic Joliot-Curie (Strada Frederic Joliot-Curie),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60374,Strada Dr. Grigore Romniceanu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59744,Strada Dr. Louis Pasteur,numere impare nr. 29 -69# numere pare nr. 30 -62#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61376,Strada Dr. Nicolae Vicol (Strada Dr. N. Vicol),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58511,Strada Dr. Petre Herescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58424,Strada Prof. dr. Dimitrie Grecescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56501,Strada Prof. Dr. Victor Babeş (Strada Dr. Victor Babeş),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,996,ȘCOALA GIMNAZIALĂ NR.150,"Loc. BUCUREŞTI SECTORUL 5,  Bulevardul Eroii Sanitari (Bulevardul Dr. Petru Groza) , Nr. 29-31",CP 050471,BUCUREŞTI SECTORUL 5,58909,Strada Dr. Joseph Lister (Strada Dr. Lister),numere impare nr. 27 -77# numere pare nr. 30 -70#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59263,Strada Dr. Mihail Mirinescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59547,Strada Dr. Mihail Obedenaru-Gheorghiade (Strada Dr. Mihail Obedenaru),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59845,Strada Dr. Mihail Petrini-Galaţi (Strada Dr. Mihail Galaţi Petrini),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59076,Strada Dr. Nicolae Manolescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61098,Strada Dr. Nicolae Tomescu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60000,Strada Dr. Victor Poloni,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,997,ȘCOALA GIMNAZIALĂ NR.127,"Loc. BUCUREŞTI SECTORUL 5,  Strada Munţii Carpaţi , Nr. 68",CP 052026,BUCUREŞTI SECTORUL 5,56712,Strada Bârlad (Strada Bîrlad),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,56838,Strada Brădeana,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57262,Strada Câmpia Burnas (Strada Cîmpia Burnas),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57263,Strada Câmpia Mierlei (Strada Cîmpia Mierlei),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57557,Strada Crasna,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58494,Strada Harpei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58572,Strada Iaşi,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59854,Strada Piatra Albă,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59860,Strada Piatra Neamţ,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60193,Strada Răcăciuni,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60198,Strada Răchitaşului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62407,Strada Sânmartin,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60911,Strada Sumandra,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61073,Intrarea Târgu Ocna (Intrarea Tîrgu Ocna),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60986,Strada Tecuci,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61229,Strada Ungheni,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61332,Strada Vaslui,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,998,ȘCOALA GIMNAZIALĂ NR.127,"Loc. BUCUREŞTI SECTORUL 5,  Strada Munţii Carpaţi , Nr. 68",CP 052026,BUCUREŞTI SECTORUL 5,57610,Strada Cucuteni,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58206,Strada Furculeşti,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61833,Intrarea Garoafei,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58257,Strada Garoafei,numere impare nr. 1 -107# numere pare nr. 32 -140# nr. 140 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58735,Strada Jilişte,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58753,Strada Jurilovca,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59199,Strada Miercurea Ciuc,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59778,Strada Păuşa,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61832,Intrarea Racoş,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,62730,Prelungirea Rupea,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60423,Strada Rupea,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60899,Strada Suceviţa,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,61595,Strada Zori de Zi,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,999,ȘCOALA GIMNAZIALĂ NR.127,"Loc. BUCUREŞTI SECTORUL 5,  Strada Munţii Carpaţi , Nr. 68",CP 052026,BUCUREŞTI SECTORUL 5,57879,Strada Dretea,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60171,Strada Pucheni,numere impare nr. 55 -149# numere pare nr. 92 -184 A#,
B,BUCUREŞTI SECTORUL 5,179187,42,1000,ȘCOALA GIMNAZIALĂ NR.127,"Loc. BUCUREŞTI SECTORUL 5,  Strada Munţii Carpaţi , Nr. 68",CP 052026,BUCUREŞTI SECTORUL 5,56687,Strada Berzovia,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59771,Strada Cap. Nicolae Păun,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58433,Strada Cap. Petre Grigoreanu,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57514,Strada Coşoveni,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,57687,Strada Davideşti,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59804,Strada Dumitru Peneş (Strada Av. D. Peneş),integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58126,Strada Florarilor,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,58394,Strada Gorjului,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,59851,Strada Petru Vodă,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60171,Strada Pucheni,numere impare nr. 7 -53# numere pare nr. 6 -90#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60483,Strada Sănduliţa,integral#,
B,BUCUREŞTI SECTORUL 5,179187,42,,,,,,60854,Strada Stoicăneşti,integral#,
